Year_and_month,Industry,Salary
1982-02-01,Water_supply_and_remediation_activities,11008
1982-03-01,Water_supply_and_remediation_activities,11776
1982-04-01,Water_supply_and_remediation_activities,11549
1982-05-01,Water_supply_and_remediation_activities,11816
1982-06-01,Water_supply_and_remediation_activities,13911
1982-07-01,Water_supply_and_remediation_activities,11916
1982-08-01,Water_supply_and_remediation_activities,12084
1982-09-01,Water_supply_and_remediation_activities,12954
1982-10-01,Water_supply_and_remediation_activities,12092
1982-11-01,Water_supply_and_remediation_activities,11816
1982-12-01,Water_supply_and_remediation_activities,11796
1983-01-01,Water_supply_and_remediation_activities,12977
1983-02-01,Water_supply_and_remediation_activities,13414
1983-03-01,Water_supply_and_remediation_activities,12506
1983-04-01,Water_supply_and_remediation_activities,11965
1983-05-01,Water_supply_and_remediation_activities,12104
1983-06-01,Water_supply_and_remediation_activities,14336
1983-07-01,Water_supply_and_remediation_activities,12306
1983-08-01,Water_supply_and_remediation_activities,12230
1983-09-01,Water_supply_and_remediation_activities,13220
1983-10-01,Water_supply_and_remediation_activities,12415
1983-11-01,Water_supply_and_remediation_activities,12290
1983-12-01,Water_supply_and_remediation_activities,12380
1984-01-01,Water_supply_and_remediation_activities,17705
1984-02-01,Water_supply_and_remediation_activities,13091
1984-03-01,Water_supply_and_remediation_activities,13024
1984-04-01,Water_supply_and_remediation_activities,12193
1984-05-01,Water_supply_and_remediation_activities,11714
1984-06-01,Water_supply_and_remediation_activities,14492
1984-07-01,Water_supply_and_remediation_activities,11722
1984-08-01,Water_supply_and_remediation_activities,12142
1984-09-01,Water_supply_and_remediation_activities,14768
1984-10-01,Water_supply_and_remediation_activities,12103
1984-11-01,Water_supply_and_remediation_activities,12223
1984-12-01,Water_supply_and_remediation_activities,12147
1985-01-01,Water_supply_and_remediation_activities,12134
1985-02-01,Water_supply_and_remediation_activities,21150
1985-03-01,Water_supply_and_remediation_activities,13407
1985-04-01,Water_supply_and_remediation_activities,12220
1985-05-01,Water_supply_and_remediation_activities,13018
1985-06-01,Water_supply_and_remediation_activities,16403
1985-07-01,Water_supply_and_remediation_activities,12958
1985-08-01,Water_supply_and_remediation_activities,13394
1985-09-01,Water_supply_and_remediation_activities,13298
1985-10-01,Water_supply_and_remediation_activities,13192
1985-11-01,Water_supply_and_remediation_activities,13115
1985-12-01,Water_supply_and_remediation_activities,13401
1986-01-01,Water_supply_and_remediation_activities,18999
1986-02-01,Water_supply_and_remediation_activities,14833
1986-03-01,Water_supply_and_remediation_activities,14627
1986-04-01,Water_supply_and_remediation_activities,14571
1986-05-01,Water_supply_and_remediation_activities,24620
1986-06-01,Water_supply_and_remediation_activities,14107
1986-07-01,Water_supply_and_remediation_activities,13608
1986-08-01,Water_supply_and_remediation_activities,13952
1986-09-01,Water_supply_and_remediation_activities,13963
1986-10-01,Water_supply_and_remediation_activities,13800
1986-11-01,Water_supply_and_remediation_activities,13723
1986-12-01,Water_supply_and_remediation_activities,13923
1987-01-01,Water_supply_and_remediation_activities,22679
1987-02-01,Water_supply_and_remediation_activities,14695
1987-03-01,Water_supply_and_remediation_activities,13703
1987-04-01,Water_supply_and_remediation_activities,17902
1987-05-01,Water_supply_and_remediation_activities,14027
1987-06-01,Water_supply_and_remediation_activities,14000
1987-07-01,Water_supply_and_remediation_activities,14732
1987-08-01,Water_supply_and_remediation_activities,15105
1987-09-01,Water_supply_and_remediation_activities,16885
1987-10-01,Water_supply_and_remediation_activities,15349
1987-11-01,Water_supply_and_remediation_activities,15162
1987-12-01,Water_supply_and_remediation_activities,15233
1988-01-01,Water_supply_and_remediation_activities,15772
1988-02-01,Water_supply_and_remediation_activities,22541
1988-03-01,Water_supply_and_remediation_activities,16053
1988-04-01,Water_supply_and_remediation_activities,20868
1988-05-01,Water_supply_and_remediation_activities,22910
1988-06-01,Water_supply_and_remediation_activities,19716
1988-07-01,Water_supply_and_remediation_activities,23555
1988-08-01,Water_supply_and_remediation_activities,21225
1988-09-01,Water_supply_and_remediation_activities,21192
1988-10-01,Water_supply_and_remediation_activities,21126
1988-11-01,Water_supply_and_remediation_activities,21425
1988-12-01,Water_supply_and_remediation_activities,21659
1989-01-01,Water_supply_and_remediation_activities,24550
1989-02-01,Water_supply_and_remediation_activities,24050
1989-03-01,Water_supply_and_remediation_activities,21469
1989-04-01,Water_supply_and_remediation_activities,23389
1989-05-01,Water_supply_and_remediation_activities,21629
1989-06-01,Water_supply_and_remediation_activities,24865
1989-07-01,Water_supply_and_remediation_activities,21927
1989-08-01,Water_supply_and_remediation_activities,22050
1989-09-01,Water_supply_and_remediation_activities,22545
1989-10-01,Water_supply_and_remediation_activities,23122
1989-11-01,Water_supply_and_remediation_activities,23256
1989-12-01,Water_supply_and_remediation_activities,23438
1990-01-01,Water_supply_and_remediation_activities,41991
1990-02-01,Water_supply_and_remediation_activities,35257
1990-03-01,Water_supply_and_remediation_activities,24652
1990-04-01,Water_supply_and_remediation_activities,26133
1990-05-01,Water_supply_and_remediation_activities,25331
1990-06-01,Water_supply_and_remediation_activities,25200
1990-07-01,Water_supply_and_remediation_activities,26525
1990-08-01,Water_supply_and_remediation_activities,26772
1990-09-01,Water_supply_and_remediation_activities,27718
1990-10-01,Water_supply_and_remediation_activities,26772
1990-11-01,Water_supply_and_remediation_activities,26516
1990-12-01,Water_supply_and_remediation_activities,26417
1991-01-01,Water_supply_and_remediation_activities,28791
1991-02-01,Water_supply_and_remediation_activities,57815
1991-03-01,Water_supply_and_remediation_activities,27869
1991-04-01,Water_supply_and_remediation_activities,27363
1991-05-01,Water_supply_and_remediation_activities,27161
1991-06-01,Water_supply_and_remediation_activities,27469
1991-07-01,Water_supply_and_remediation_activities,27676
1991-08-01,Water_supply_and_remediation_activities,27506
1991-09-01,Water_supply_and_remediation_activities,27378
1991-10-01,Water_supply_and_remediation_activities,27591
1991-11-01,Water_supply_and_remediation_activities,27519
1991-12-01,Water_supply_and_remediation_activities,26580
1992-01-01,Water_supply_and_remediation_activities,47562
1992-02-01,Water_supply_and_remediation_activities,38460
1992-03-01,Water_supply_and_remediation_activities,26245
1992-04-01,Water_supply_and_remediation_activities,28780
1992-05-01,Water_supply_and_remediation_activities,26981
1992-06-01,Water_supply_and_remediation_activities,26990
1992-07-01,Water_supply_and_remediation_activities,29405
1992-08-01,Water_supply_and_remediation_activities,31189
1992-09-01,Water_supply_and_remediation_activities,28686
1992-10-01,Water_supply_and_remediation_activities,30623
1992-11-01,Water_supply_and_remediation_activities,28565
1992-12-01,Water_supply_and_remediation_activities,28635
1993-01-01,Water_supply_and_remediation_activities,44585
1993-02-01,Water_supply_and_remediation_activities,30572
1993-03-01,Water_supply_and_remediation_activities,41124
1993-04-01,Water_supply_and_remediation_activities,32217
1993-05-01,Water_supply_and_remediation_activities,31842
1993-06-01,Water_supply_and_remediation_activities,30226
1993-07-01,Water_supply_and_remediation_activities,31327
1993-08-01,Water_supply_and_remediation_activities,30633
1993-09-01,Water_supply_and_remediation_activities,30728
1993-10-01,Water_supply_and_remediation_activities,34285
1993-11-01,Water_supply_and_remediation_activities,33546
1993-12-01,Water_supply_and_remediation_activities,36067
1994-01-01,Water_supply_and_remediation_activities,38203
1994-02-01,Water_supply_and_remediation_activities,52459
1994-03-01,Water_supply_and_remediation_activities,34165
1994-04-01,Water_supply_and_remediation_activities,37930
1994-05-01,Water_supply_and_remediation_activities,33200
1994-06-01,Water_supply_and_remediation_activities,56502
1994-07-01,Water_supply_and_remediation_activities,32597
1994-08-01,Water_supply_and_remediation_activities,33036
1994-09-01,Water_supply_and_remediation_activities,33114
1994-10-01,Water_supply_and_remediation_activities,33122
1994-11-01,Water_supply_and_remediation_activities,37687
1994-12-01,Water_supply_and_remediation_activities,35393
1995-01-01,Water_supply_and_remediation_activities,53739
1995-02-01,Water_supply_and_remediation_activities,40075
1995-03-01,Water_supply_and_remediation_activities,37029
1995-04-01,Water_supply_and_remediation_activities,36276
1995-05-01,Water_supply_and_remediation_activities,33981
1995-06-01,Water_supply_and_remediation_activities,48941
1995-07-01,Water_supply_and_remediation_activities,34110
1995-08-01,Water_supply_and_remediation_activities,43500
1995-09-01,Water_supply_and_remediation_activities,34517
1995-10-01,Water_supply_and_remediation_activities,34726
1995-11-01,Water_supply_and_remediation_activities,36773
1995-12-01,Water_supply_and_remediation_activities,34864
1996-01-01,Water_supply_and_remediation_activities,35253
1996-02-01,Water_supply_and_remediation_activities,52368
1996-03-01,Water_supply_and_remediation_activities,43781
1996-04-01,Water_supply_and_remediation_activities,35993
1996-05-01,Water_supply_and_remediation_activities,34953
1996-06-01,Water_supply_and_remediation_activities,48666
1996-07-01,Water_supply_and_remediation_activities,35238
1996-08-01,Water_supply_and_remediation_activities,35497
1996-09-01,Water_supply_and_remediation_activities,35744
1996-10-01,Water_supply_and_remediation_activities,41375
1996-11-01,Water_supply_and_remediation_activities,35579
1996-12-01,Water_supply_and_remediation_activities,37400
1997-01-01,Water_supply_and_remediation_activities,52667
1997-02-01,Water_supply_and_remediation_activities,44824
1997-03-01,Water_supply_and_remediation_activities,37835
1997-04-01,Water_supply_and_remediation_activities,45401
1997-05-01,Water_supply_and_remediation_activities,36534
1997-06-01,Water_supply_and_remediation_activities,44571
1997-07-01,Water_supply_and_remediation_activities,35158
1997-08-01,Water_supply_and_remediation_activities,35191
1997-09-01,Water_supply_and_remediation_activities,36826
1997-10-01,Water_supply_and_remediation_activities,41617
1997-11-01,Water_supply_and_remediation_activities,37499
1997-12-01,Water_supply_and_remediation_activities,35517
1998-01-01,Water_supply_and_remediation_activities,58770
1998-02-01,Water_supply_and_remediation_activities,43802
1998-03-01,Water_supply_and_remediation_activities,44827
1998-04-01,Water_supply_and_remediation_activities,38397
1998-05-01,Water_supply_and_remediation_activities,36974
1998-06-01,Water_supply_and_remediation_activities,51975
1998-07-01,Water_supply_and_remediation_activities,40775
1998-08-01,Water_supply_and_remediation_activities,36381
1998-09-01,Water_supply_and_remediation_activities,36403
1998-10-01,Water_supply_and_remediation_activities,37008
1998-11-01,Water_supply_and_remediation_activities,36247
1998-12-01,Water_supply_and_remediation_activities,39102
1999-01-01,Water_supply_and_remediation_activities,54917
1999-02-01,Water_supply_and_remediation_activities,60322
1999-03-01,Water_supply_and_remediation_activities,53095
1999-04-01,Water_supply_and_remediation_activities,40604
1999-05-01,Water_supply_and_remediation_activities,42293
1999-06-01,Water_supply_and_remediation_activities,38016
1999-07-01,Water_supply_and_remediation_activities,38099
1999-08-01,Water_supply_and_remediation_activities,40371
1999-09-01,Water_supply_and_remediation_activities,37810
1999-10-01,Water_supply_and_remediation_activities,37998
1999-11-01,Water_supply_and_remediation_activities,50754
1999-12-01,Water_supply_and_remediation_activities,42813
2000-01-01,Water_supply_and_remediation_activities,68480
2000-02-01,Water_supply_and_remediation_activities,41733
2000-03-01,Water_supply_and_remediation_activities,56494
2000-04-01,Water_supply_and_remediation_activities,38514
2000-05-01,Water_supply_and_remediation_activities,38707
2000-06-01,Water_supply_and_remediation_activities,38889
2000-07-01,Water_supply_and_remediation_activities,39366
2000-08-01,Water_supply_and_remediation_activities,40411
2000-09-01,Water_supply_and_remediation_activities,45302
2000-10-01,Water_supply_and_remediation_activities,39402
2000-11-01,Water_supply_and_remediation_activities,39120
2000-12-01,Water_supply_and_remediation_activities,45225
2001-01-01,Water_supply_and_remediation_activities,94269
2001-02-01,Water_supply_and_remediation_activities,41449
2001-03-01,Water_supply_and_remediation_activities,38655
2001-04-01,Water_supply_and_remediation_activities,39124
2001-05-01,Water_supply_and_remediation_activities,39035
2001-06-01,Water_supply_and_remediation_activities,39226
2001-07-01,Water_supply_and_remediation_activities,38902
2001-08-01,Water_supply_and_remediation_activities,41308
2001-09-01,Water_supply_and_remediation_activities,39513
2001-10-01,Water_supply_and_remediation_activities,43880
2001-11-01,Water_supply_and_remediation_activities,47611
2001-12-01,Water_supply_and_remediation_activities,48400
2002-01-01,Water_supply_and_remediation_activities,42655
2002-02-01,Water_supply_and_remediation_activities,68506
2002-03-01,Water_supply_and_remediation_activities,38869
2002-04-01,Water_supply_and_remediation_activities,38754
2002-05-01,Water_supply_and_remediation_activities,39008
2002-06-01,Water_supply_and_remediation_activities,39048
2002-07-01,Water_supply_and_remediation_activities,39590
2002-08-01,Water_supply_and_remediation_activities,50462
2002-09-01,Water_supply_and_remediation_activities,41768
2002-10-01,Water_supply_and_remediation_activities,39227
2002-11-01,Water_supply_and_remediation_activities,41234
2002-12-01,Water_supply_and_remediation_activities,48334
2003-01-01,Water_supply_and_remediation_activities,62215
2003-02-01,Water_supply_and_remediation_activities,41016
2003-03-01,Water_supply_and_remediation_activities,38673
2003-04-01,Water_supply_and_remediation_activities,38785
2003-05-01,Water_supply_and_remediation_activities,38576
2003-06-01,Water_supply_and_remediation_activities,38890
2003-07-01,Water_supply_and_remediation_activities,39968
2003-08-01,Water_supply_and_remediation_activities,55568
2003-09-01,Water_supply_and_remediation_activities,39786
2003-10-01,Water_supply_and_remediation_activities,42631
2003-11-01,Water_supply_and_remediation_activities,40218
2003-12-01,Water_supply_and_remediation_activities,50972
2004-01-01,Water_supply_and_remediation_activities,63153
2004-02-01,Water_supply_and_remediation_activities,38459
2004-03-01,Water_supply_and_remediation_activities,37284
2004-04-01,Water_supply_and_remediation_activities,37581
2004-05-01,Water_supply_and_remediation_activities,38046
2004-06-01,Water_supply_and_remediation_activities,38335
2004-07-01,Water_supply_and_remediation_activities,43549
2004-08-01,Water_supply_and_remediation_activities,48356
2004-09-01,Water_supply_and_remediation_activities,45597
2004-10-01,Water_supply_and_remediation_activities,43502
2004-11-01,Water_supply_and_remediation_activities,40326
2004-12-01,Water_supply_and_remediation_activities,40742
2005-01-01,Water_supply_and_remediation_activities,52126
2005-02-01,Water_supply_and_remediation_activities,77355
2005-03-01,Water_supply_and_remediation_activities,40320
2005-04-01,Water_supply_and_remediation_activities,40679
2005-05-01,Water_supply_and_remediation_activities,40449
2005-06-01,Water_supply_and_remediation_activities,41303
2005-07-01,Water_supply_and_remediation_activities,41550
2005-08-01,Water_supply_and_remediation_activities,51518
2005-09-01,Water_supply_and_remediation_activities,41370
2005-10-01,Water_supply_and_remediation_activities,50793
2005-11-01,Water_supply_and_remediation_activities,41083
2005-12-01,Water_supply_and_remediation_activities,52969
2006-01-01,Water_supply_and_remediation_activities,97574
2006-02-01,Water_supply_and_remediation_activities,40893
2006-03-01,Water_supply_and_remediation_activities,39904
2006-04-01,Water_supply_and_remediation_activities,39930
2006-05-01,Water_supply_and_remediation_activities,40703
2006-06-01,Water_supply_and_remediation_activities,40379
2006-07-01,Water_supply_and_remediation_activities,40137
2006-08-01,Water_supply_and_remediation_activities,52173
2006-09-01,Water_supply_and_remediation_activities,54723
2006-10-01,Water_supply_and_remediation_activities,39905
2006-11-01,Water_supply_and_remediation_activities,43773
2006-12-01,Water_supply_and_remediation_activities,39090
2007-01-01,Water_supply_and_remediation_activities,42789
2007-02-01,Water_supply_and_remediation_activities,78772
2007-03-01,Water_supply_and_remediation_activities,38660
2007-04-01,Water_supply_and_remediation_activities,37773
2007-05-01,Water_supply_and_remediation_activities,43391
2007-06-01,Water_supply_and_remediation_activities,38892
2007-07-01,Water_supply_and_remediation_activities,41888
2007-08-01,Water_supply_and_remediation_activities,47922
2007-09-01,Water_supply_and_remediation_activities,47002
2007-10-01,Water_supply_and_remediation_activities,41069
2007-11-01,Water_supply_and_remediation_activities,38080
2007-12-01,Water_supply_and_remediation_activities,37544
2008-01-01,Water_supply_and_remediation_activities,66452
2008-02-01,Water_supply_and_remediation_activities,52778
2008-03-01,Water_supply_and_remediation_activities,37535
2008-04-01,Water_supply_and_remediation_activities,38704
2008-05-01,Water_supply_and_remediation_activities,37952
2008-06-01,Water_supply_and_remediation_activities,37335
2008-07-01,Water_supply_and_remediation_activities,47652
2008-08-01,Water_supply_and_remediation_activities,45308
